Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Bi Analyst,THE PLACEMENT GURU,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Computer scienceUsageContent management systemAgileSiemensHTMLData analyticsbig data,https://www.naukri.com/job-listings-sr-associate-data-engineer-synechron-gurgaon-gurugram-6-to-10-years-211023500168,11 Days Ago
Icertis Contract Intelligence ICI Platform Functional Business Analyst,Bodhtree,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",IT servicesERPBloombergGCPCloudManager TechnologyData analyticsBusiness intelligence,https://www.naukri.com/job-listings-data-engineer-senior-technical-lead-paytm-noida-8-to-11-years-201023500209,30+ Days Ago
Princing Analyst,Capco,8-10 Yrs,Not disclosed,Hybrid - Bangalore/Bengaluru,R ProgramPythonExcelPower BiMachine LearningBiRData,https://www.naukri.com/job-listings-senior-data-analyst-flexability-hr-solutions-hyderabad-secunderabad-telangana-4-to-9-years-191023009819,28 Days Ago
Business Analyst,Gentrack Software,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,ExcelData AnalysisPowerpointBusiness AnalysisDataAnalysis,https://www.naukri.com/job-listings-sr-data-analyst-coders-brain-pvt-ltd-remote-2-to-6-years-181023501834,29 Days Ago
Portfolio Service Analyst (Institutional),Adidas,7-12 Yrs,Not disclosed,Pune,Process designData analysisData conversionData managementBusiness analyticsData collectionData qualityInformation management,https://www.naukri.com/job-listings-data-analyst-senior-data-analyst-continuum-india-chandigarh-chandigarh-3-to-7-years-181023009380,30+ Days Ago
"Analyst , Governance",Enfuse Solutions,1-5 Yrs,Not disclosed,Mumbai,TableauAws GlueSQLPythonDataGlueData analysisAWS,https://www.naukri.com/job-listings-data-analyst-senior-ladders-up-hr-solutions-jaipur-8-to-10-years-161023901238,30+ Days Ago
Business Analyst II,KPMG Global Services Private Limited,2-6 Yrs,Not disclosed,New Delhi,Computer scienceBusiness objectsSASDatabase designXMLJavascriptManager Quality ControlSPSS,https://www.naukri.com/job-listings-sr-business-data-analyst-sorcero-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-8-years-100423501776,30+ Days Ago
Market Research Analyst,Central Depository Services (India) Limited,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisBusiness objectsSASDatabase designProcess improvementXMLJavascriptData processing,https://www.naukri.com/job-listings-data-analyst-executive-sr-executive-bultaminds-venture-panaji-panjim-goa-5-to-8-years-290923000023,30+ Days Ago
NAS Impl ICE Business Analyst,Siemens,3-12 Yrs,Not disclosed,"Mumbai, Delhi / NCR",Data analysisData collectionAgileData AnalystData miningCustomer engagementAnalyticsSQL,https://www.naukri.com/job-listings-data-scientist-visa-inc-bangalore-bengaluru-3-to-4-years-280923501741,30+ Days Ago
Analyst - Transaction Banking,Siemens,3-8 Yrs,Not disclosed,Delhi / NCR,MicrostrategyPower BiTableauData WarehousingSQLDataWarehouseData analysis,https://www.naukri.com/job-listings-delivery-manager-data-analytics-net-connect-pvt-ltd-bangalore-bengaluru-10-to-12-years-210623501354,30+ Days Ago
Business Analyst - RPA,Stanza Living,2-4 Yrs,Not disclosed,Noida,TableauPythonSQLdata analysisData AnalystInsight Data AnalystInsightsData,https://www.naukri.com/job-listings-lead-data-scientist-sony-corporation-of-america-bangalore-bengaluru-5-to-8-years-120823500036,16 Days Ago
Business/EDP Analyst,EXL,2-5 Yrs,Not disclosed,Faridabad,ExcelAnalyticalMarket researchPHPData AnalystData qualityData miningForecasting,https://www.naukri.com/job-listings-data-scientist-ml-ai-siemens-limited-bangalore-bengaluru-2-to-7-years-080923500292,16 Days Ago
Business Analyst Salesforce CPQ,Adidas,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,BPOAnalystStatistical modelingProcess documentationAnalyticalTrend analysisBudgetingForecasting,https://www.naukri.com/job-listings-manager-data-analytics-concerto-ai-bangalore-bengaluru-3-to-6-years-300523500165,23 Days Ago
Business Systems Analyst (Gatefi),Minna Technologies,8-13 Yrs,Not disclosed,Gurgaon/Gurugram,Computer scienceSASProcess improvementReport writingData collectionSPSSInformation managementManager Quality Control,https://www.naukri.com/job-listings-engagement-manager-real-world-data-analytics-icon-pharmaceutical-s-bangalore-bengaluru-4-to-9-years-290723501082,30+ Days Ago
IT Business Analyst Program,Agile Dna Consultancy,9-14 Yrs,Not disclosed,"Mumbai, New Delhi",AutomationData analysiscustomer analyticsGoogle AnalyticsMachine learningData AnalystMerchandisingSQL,https://www.naukri.com/job-listings-data-scientist-visa-inc-bangalore-bengaluru-4-to-9-years-220923501935,18 Days Ago
Business Analyst,Fulcrum Alm Solutions,6-11 Yrs,Not disclosed,Gurgaon/Gurugram,IT servicesAnalyticalRisk assessmentCustomer serviceStakeholder managementMacrosOperationsClient management,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bangalore-bengaluru-5-to-7-years-111023907795,30+ Days Ago
Business Analyst,Voiceplug,6-11 Yrs,Not disclosed,Gurgaon/Gurugram,analyticalData Analysiscommunication skillsproblem - solvinginterpersonal skillsresearchOfficeFoundation,https://www.naukri.com/job-listings-data-scientist-careernet-technologies-bangalore-bengaluru-2-to-7-years-111023005122,30+ Days Ago
Business System Analyst (BAAS),Keeptruckin,4-7 Yrs,Not disclosed,"Gurgaon/Gurugram, Ahmedabad, Bangalore/Bengaluru",SAPBusiness Data AnalysisMISBudgetingSales AnalysisAdministrative SupportExcelAnalytical Skills,https://www.naukri.com/job-listings-data-scientist-visa-inc-bangalore-bengaluru-2-to-4-years-041023501188,30+ Days Ago
Business Analyst (BAAS),Gnosis Service Gmbh,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisCodingDatabase designReport writingData Analystdata visualizationData miningSQL,https://www.naukri.com/job-listings-lead-data-scientist-siemens-limited-bangalore-bengaluru-4-to-9-years-150723501195,18 Days Ago
Business Analyst,PubMatic,5-6 Yrs,Not disclosed,Pune,Data ExtractionData reportingPythonlooker studioTableau ReportingData Processingdata visualizationData,https://www.naukri.com/job-listings-data-modeller-teleperformance-tp-hyderabad-secunderabad-telangana-gurgaon-gurugram-haryana-5-to-10-years-091023004005,30+ Days Ago
Business Analyst,Paraminfo,3-8 Yrs,Not disclosed,Chennai,Supply chainglobal operationsAutomationMS SQLelectronic tradingData managementBuild managementWorkflow,https://www.naukri.com/job-listings-big-data-analytics-program-manager-l6-xpheno-bangalore-bengaluru-6-to-10-years-100123500262,16 Days Ago
Research Analyst,Matellio,2-5 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",MDMEBXOperationsDataData analysis,https://www.naukri.com/job-listings-consultant-data-scientist-grant-thornton-bharat-llp-bangalore-bengaluru-2-to-6-years-170822500444,18 Days Ago
Quality Analyst,EOK Technologies,5-10 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Gurgaon/ Gurugram, Haryana, Delhi / NCR",Database designXMLAnalyticalJavascriptHealthcareBusiness intelligencemicrosoftData mining,https://www.naukri.com/job-listings-data-scientist-essenware-private-limted-bangalore-bengaluru-6-to-8-years-150723500301,23 Days Ago
Business Analyst,Aptagrim Consulting Llp,3-6 Yrs,Not disclosed,"Ghaziabad, Hyderabad/Secunderabad",presentationdata analysisdata modelingdata miningspssadobee commercegood,https://www.naukri.com/job-listings-associate-manager-tredence-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-5-years-091023500833,24 Days Ago
Supply Chain PMO Analyst,Simplicity First,2-5 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Data analysisData modelingAnalyticalSchemaWorkflowSchedulingAsset managementOperations,https://www.naukri.com/job-listings-data-labeler-xa-group-noida-1-to-5-years-290823500374,30+ Days Ago
Business Analyst,Zeta Global,5-6 Yrs,Not disclosed,Bangalore/Bengaluru,Data collectionAdvanced ExcelData Analystdata analysisdataexcelcollectionsanalysis,https://www.naukri.com/job-listings-head-business-analytics-denave-noida-uttar-pradesh-7-to-11-years-111023008465,9 Days Ago
Business Analyst,Tonbo Imaging Pvt Ltd,4-9 Yrs,Not disclosed,New Delhi,Analytical skillsData analysistableauExcelMachine learningDatabaseData AnalystSQL,https://www.naukri.com/job-listings-manager-tredence-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-6-years-091023500978,15 Days Ago
Production Specialist-Analyst,Ankercloud,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,Analytical skillsData analysisExcelE-commerceData AnalystSPSSData miningAdobe,https://www.naukri.com/job-listings-program-manager-customer-analytics-tredence-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-7-years-041023500197,30+ Days Ago
LEAD BUSINESS ANALYST,Mantras2Success Consultants,1-2 Yrs,Not disclosed,"Hybrid - Chennai, Coimbatore, Bangalore/Bengaluru",data integrityResearchdatadata analysisanalysts,https://www.naukri.com/job-listings-data-scientist-azure-services-ml-model-zen-data-shastra-bangalore-bengaluru-3-to-8-years-031023007648,30+ Days Ago
Business Analyst I,P S International HR Consultants,1-4 Yrs,Not disclosed,"Noida, Delhi / NCR",Analytical skillsData analysisToolsE-commerceData AnalystSPSSData miningAdobe,https://www.naukri.com/job-listings-staff-data-scientist-databricks-bangalore-bengaluru-2-to-7-years-240523501593,22 Days Ago
PPC Business Strategy Analyst,Bsri Solutions,2-5 Yrs,Not disclosed,Gurgaon,AdministrationReinsuranceInterpersonal skillsHP data protectorData managementClient servicingAgiledata privacy,https://www.naukri.com/job-listings-data-analytics-and-knowledge-management-professional-cto-deutsche-bank-ag-pune-2-to-4-years-181023909379,23 Days Ago
Business Functional Analyst FTT Enterprise Services,EXL,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,Operations managementKPIMISSales analysisProject managementIndustry analysisE-commerceData Analyst,https://www.naukri.com/job-listings-data-strategy-professional-capgemini-technology-services-india-limited-mumbai-6-to-11-years-121023910224,30+ Days Ago
Analyst |Occupier Services,EXL,5-10 Yrs,Not disclosed,Noida,Data validationExcelMatrixClient servicingTime managementStatistical softwareData AnalystSPSS,https://www.naukri.com/job-listings-data-analytics-trainer-prudential-biotech-new-delhi-3-to-7-years-090523501476,30+ Days Ago
Business Analyst,Ryte4u Solutions,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,TrainingArchitectureAnalyticalProject managementLeadership trainingData AnalystCustomer engagementOperations,https://www.naukri.com/job-listings-fsi-leader-sas-institute-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-15-to-18-years-070423500995,30+ Days Ago
Business Analyst ( IT Domain ),Wellthy Therapeutics,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,MIS reportingReport generationInterpersonal skillsAnalyticalpower biAdvanced ExcelData Analystdata visualization,https://www.naukri.com/job-listings-data-mining-data-management-executive-management-information-system-imindyourbusiness-mumbai-delhi-ncr-1-to-3-years-051023910562,30+ Days Ago
Finance Analyst,William O Neil Co,3-6 Yrs,Not disclosed,Delhi / NCR(Bhikaji Cama),Data analysisAnalyticalFinanceRetail financeSAS RData AnalystBusiness strategyStatistics,https://www.naukri.com/job-listings-data-analytics-and-visualization-accruon-ventures-delhi-ncr-2-to-4-years-041023006216,30+ Days Ago
Business Analyst,Wadhwani Foundation,1-4 Yrs,8.5-14 Lacs PA,"Gurgaon/ Gurugram, Haryana",SQL queriesData analysisExcelVBAAnalyticalFinanceManager TechnologyData Analyst,https://www.naukri.com/job-listings-data-analytics-multisoft-systems-noida-1-to-5-years-290523501466,30+ Days Ago
Urgent Opening For EA cum Business Support Analyst,Wadhwani Institute Of Technology And Policy,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,Supply chainPharmaProject managementHealthcareData Analystdata visualizationAnalyticsPrincipal,https://www.naukri.com/job-listings-data-analytics-professional-extension-erp-faridabad-1-to-3-years-270623501206,30+ Days Ago
Analyst - Legal,The Orange Health,3-5 Yrs,Not disclosed,Mumbai (All Areas),MS AccessMySQLPHPData AnalystMS OfficeOracleBusiness intelligenceMacros,https://www.naukri.com/job-listings-data-analytics-apex-jobs-gurgaon-gurugram-1-to-6-years-250122501257,13 Days Ago
Business Intelligence Analyst,Cleartrip,1-2 Yrs,Not disclosed,Noida,HospitalityData analysisAutomationEvent managementProcess improvementTrend analysisdata integrityData Analyst,https://www.naukri.com/job-listings-data-analytics-apex-gurgaon-gurugram-1-to-6-years-220122500048,8 Days Ago
Business Analyst,Naviga Global,2-7 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Data analysisQuality standardsdata reportingConsultingCloudData processingData Analystanalysis,https://www.naukri.com/job-listings-data-analytics-sspl-mumbai-new-delhi-3-to-8-years-150317500009,30+ Days Ago
Enterprise Business Analyst,Trusted Media Brands,7-12 Yrs,Unpaid,Bangalore/Bengaluru,ExcelFinanceData AnalystPowerpointMonitoringData entryDataData analysis,https://www.naukri.com/job-listings-mi-data-analytics-coders-brain-pvt-ltd-gurgaon-gurugram-6-to-9-years-280823502855,23 Days Ago
Associate Analysts and Analysts,Prakhar Software,5-7 Yrs,Not disclosed,New Delhi,Team managementExcelData managementAnalyticalData processingData AnalystSPSSWinCross,https://www.naukri.com/job-listings-corporate-trainer-machine-learning-koenig-solutions-ltd-gurgaon-gurugram-4-to-10-years-130723500683,30+ Days Ago
Business Analyst Manager,GSR Business Services,3-6 Yrs,4-6 Lacs PA,New Delhi,TelecomData analysisERPRisk assessmentFMCGForecastingMacrosAnalytics,https://www.naukri.com/job-listings-analytics-engineer-ii-novo-gurgaon-gurugram-ahmedabad-bangalore-bengaluru-1-to-5-years-141023500597,30 Days Ago
Business Analyst,Blue Yonder,2-3 Yrs,Unpaid,New Delhi,Project StaffExcelpower biProject schedulingProject planningData Analystdata visualizationManager Quality Control,https://www.naukri.com/job-listings-data-engineer-hthd-ford-global-business-services-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-8-years-191023500648,30+ Days Ago
Supply Chain Analyst,Livspace,2-3 Yrs,Not disclosed,Noida,Data Analystprofessionaldatadata analysis,https://www.naukri.com/job-listings-data-engineer-smart-building-analytics-siemens-limited-pune-6-to-9-years-060523500292,22 Days Ago
Business Analysis | Accociate Consultant -Finance,EDGE Executive,3-6 Yrs,Not disclosed,New Delhi,Data Analystprofessionaldatadata analysis,https://www.naukri.com/job-listings-finops-data-analytics-engineer-wpp-aunz-chennai-4-to-7-years-031023501920,30+ Days Ago
Business Analysis | Accociate Consultant -HR,Teceze Consultancy Services,1-4 Yrs,Not disclosed,New Delhi,BPOERPData analysisBusiness AnalystData collectionSystem designData AnalystData quality,https://www.naukri.com/job-listings-urgent-opening-for-data-analyst-pune-bangalore-xpressbees-pune-maharashtra-bangalore-bengaluru-karnataka-1-to-6-years-260923006673,30+ Days Ago
Business Analyst,Gallop Research,2-4 Yrs,Not disclosed,New Delhi,data cleansingReport generationmetadataManager Quality Assurancedata integrityData AnalystManagementTroubleshooting,https://www.naukri.com/job-listings-data-analyst-tenet-offshore-services-noida-uttar-pradesh-gurgaon-gurugram-haryana-delhi-ncr-2-to-5-years-270923005278,30+ Days Ago
Business Analyst,24x7 Internet Technologies,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementAnalytical skillsExcelProcess improvementData collectionData qualityData AnalystPython,https://www.naukri.com/job-listings-fact-data-analyst-iii-realpage-inc-ghaziabad-hyderabad-secunderabad-5-to-9-years-210723503154,23 Days Ago
Business Analyst / Finance Analyst,Contactx Resource Management,3-5 Yrs,Not disclosed,New Delhi,tableauData AnalystData warehousingSQLdatawarehousedata analysis,https://www.naukri.com/job-listings-data-analyst-apps-associates-gurgaon-gurugram-haryana-7-to-10-years-051023010190,27 Days Ago
Manager - Business Analyst,BIS Research,2-6 Yrs,7-12 Lacs PA,Noida,Analytical skillsSQL queriesDatabase designReport writingData collectionDesign developmentAdvanced ExcelData mining,https://www.naukri.com/job-listings-data-analyst-wakefit-innovations-private-limited-bangalore-bengaluru-1-to-4-years-170921500666,30+ Days Ago
Analyst,Milliman,4-9 Yrs,Not disclosed,"Ghaziabad, Hyderabad/Secunderabad",Data analysisAnalyticalMachine learningSiemensSystem developmentInternshipMATLABAnalytics,https://www.naukri.com/job-listings-data-analyst-mindpeers-new-delhi-1-to-3-years-130723501345,30+ Days Ago
Lead Business Analyst,Zensar,4-9 Yrs,Not disclosed,Noida,TicketingData managementAnalyticalBudgetingTroubleshootingBusiness intelligenceForecastingOperations,https://www.naukri.com/job-listings-data-analyst-true-caller-bangalore-bengaluru-3-to-5-years-120923501635,30+ Days Ago
IT - Business Analyst,Zensar,0-2 Yrs,Not disclosed,Gurgaon/Gurugram,Data ManagementMaster Data ManagementhierarchyMaster DataManagementData,https://www.naukri.com/job-listings-data-analyst-altimetrik-chennai-altimetrik-chennai-coimbatore-bangalore-bengaluru-4-to-9-years-041023006332,30+ Days Ago
Business Analyst,Universal Software Corporation,2-3 Yrs,Not disclosed,Gurgaon/Gurugram,Power BiTableauReportingMetricsDashboardspresentation skillsSQLDesign Development,https://www.naukri.com/job-listings-insight-data-analyst-lead-7-yrs-exp-ablyconglobal-noida-delhi-ncr-7-to-12-years-300923906988,30+ Days Ago
Microsoft Dynamics 365 Finance Functional Business Analyst,Dinan & Company,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",TradeAutomationData managementdata scienceProcess improvementAnalyticaldata visualizationCustomer engagement,https://www.naukri.com/job-listings-data-analyst-right-step-consulting-private-limited-gurgaon-1-to-3-years-231019500947,22 Days Ago
Structuring Analyst,Crisil,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,Data AnalysisData AnlalyticsData VisualizationData AnalyticsSQLPythonAnalysisAnalytics,https://www.naukri.com/job-listings-forecasting-analyst-data-scientist-locus-it-services-private-limited-bangalore-bengaluru-2-to-7-years-171122502641,17 Days Ago
Junior Business Analyst,Crisil,1-4 Yrs,Not disclosed,Gurgaon/Gurugram,Business AnalyticsSQL QueriesAdvance SqlDashboardingTableauData AnalyticsBusiness analysisQuery,https://www.naukri.com/job-listings-data-analyst-anr-software-pvt-ltd-noida-2-to-5-years-141019500681,30+ Days Ago
Business Analyst,Gallop Research,2-5 Yrs,8-10 Lacs PA,Gurgaon/Gurugram,Analytical skillsAutomationERP systemGeneral accountingIFSProgrammingData AnalystMathematics,https://www.naukri.com/job-listings-data-analyst-talent-socio-gurgaon-gurugram-1-to-4-years-130423501948,15 Days Ago
Business Analyst,NTT,3-7 Yrs,Not disclosed,Noida,Data ScienceAImachine learningmlConsultingDataScienceSenior,https://www.naukri.com/job-listings-data-analyst-dataeconomy-gurgaon-gurugram-3-to-5-years-120823500038,21 Days Ago
Business Analyst,Msi Services,3-8 Yrs,Not disclosed,"Delhi, gaur",Statistical programmingCROSASPharmaClinical trialsMentorManagementclinical data,https://www.naukri.com/job-listings-founder-s-office-data-analyst-dare2compete-delhi-ncr-2-to-7-years-120723003994,23 Days Ago
