Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Marketing Executive / Branding Executive,High Fliers,1-5 Yrs,Not disclosed,Mumbai,Help DeskCustomer Servicedata analysiscustomer relationshipTelephony supportInformationAnalysisTelemarketing,https://www.naukri.com/job-listings-marketing-executive-branding-executive-high-fliers-mumbai-5-to-6-years-280923500047,30 Days Ago
Media Strategist,LIQVD ASIA,3-5 Yrs,Not disclosed,Mumbai,TrainingData analysistableauData modelingAnalyticalpower biQlikViewdata visualization,https://www.naukri.com/job-listings-media-strategist-liqvd-asia-mumbai-2-to-5-years-280922501058,30+ Days Ago
Tele Marketing,Pick A Home,2-7 Yrs,Not disclosed,Gurgaon,Data analysisContent managementPackagingCustomer serviceBusiness strategyLink buildingMerchandisingSEO,https://www.naukri.com/job-listings-tele-marketing-pickahome-private-ltd-gurgaon-1-to-5-years-280918501443,30+ Days Ago
Power BI Developer,Coders Brain Pvt Ltd,2-5 Yrs,Not disclosed,Remote,AutomationData analysisData migrationManager Quality AssuranceDatabase designAccess managementStored proceduresTest cases,https://www.naukri.com/job-listings-power-bi-developer-coders-brain-pvt-ltd-remote-3-to-5-years-280823503020,30+ Days Ago
E-commerce Marketplace Associate,Saadaa,5-10 Yrs,Not disclosed,Jaipur,Analytical skillsPayrollData analysisquerydata governanceOracle data integratorData qualityDatabase Administrator,https://www.naukri.com/job-listings-e-commerce-marketplace-associate-saadaa-jaipur-2-to-7-years-280823502940,30+ Days Ago
AMK is looking For SQL Developer,AMK Group,5-9 Yrs,Not disclosed,Mumbai,hiveData analysistableauGCPsparkCloudHadooppower bi,https://www.naukri.com/job-listings-amk-is-looking-for-sql-developer-amk-group-mumbai-2-to-5-years-280823502910,30+ Days Ago
ETL ODI Professionals,Coders Brain Pvt Ltd,5-9 Yrs,Not disclosed,Remote,AutomationData analysisLinuxRDBMSMySQLDebuggingJavascriptOracle,https://www.naukri.com/job-listings-etl-odi-professionals-coders-brain-pvt-ltd-remote-5-to-10-years-280823502806,30+ Days Ago
GCP+ Big query Developer,Coders Brain Pvt Ltd,6-9 Yrs,Not disclosed,Chennai,AutomationData analysisGITRDBMSSSRSAgileStored proceduresSSIS,https://www.naukri.com/job-listings-gcp-big-query-developer-coders-brain-pvt-ltd-chennai-5-to-9-years-280823502612,30+ Days Ago
Python developer,Coders Brain Pvt Ltd,3-5 Yrs,Not disclosed,Mumbai,Data analysisBackendSAPjQueryLinuxJavascriptHTMLWindows,https://www.naukri.com/job-listings-python-developer-coders-brain-pvt-ltd-mumbai-5-to-9-years-280823502562,30+ Days Ago
SQL Developer,Coders Brain Pvt Ltd,2-5 Yrs,Not disclosed,Chennai,Customer acquisitionData analysisGoogle AnalyticsWeb technologiesEmail marketingBfsiAnalyticalAutomation tools,https://www.naukri.com/job-listings-sql-developer-coders-brain-pvt-ltd-chennai-6-to-9-years-280823502535,30+ Days Ago
Senior Web Developer,CenturyPly,3-8 Yrs,Not disclosed,Kolkata,Natural resource managementData analysisUsageProject managementCollectorManagementmicrosoftFact,https://www.naukri.com/job-listings-senior-web-developer-century-plyboards-india-ltd-kolkata-3-to-5-years-280823502307,30+ Days Ago
Growth Marketer,Edufund,4-7 Yrs,Not disclosed,Pune,AutomationData analysisData migrationBackendDefect trackingAnalyticalDebuggingTest cases,https://www.naukri.com/job-listings-growth-marketer-edufund-pune-2-to-5-years-280823501486,30+ Days Ago
Sr. Practitioner (INRM),Transforming Rural India Foundation,4-8 Yrs,Not disclosed,Raipur,Data analysisSSRSpower biDeploymentSSISBusiness intelligenceData warehousingAnalytics,https://www.naukri.com/job-listings-sr-practitioner-inrm-transforming-rural-india-foundation-raipur-3-to-8-years-280823501443,30+ Days Ago
Application Testing,Coders Brain Pvt Ltd,4-12 Yrs,Not disclosed,Mumbai,ERPData analysisSAPFixed assetsQlikViewOraclemicrosoftSQL,https://www.naukri.com/job-listings-application-testing-coders-brain-pvt-ltd-mumbai-4-to-7-years-280823500975,30+ Days Ago
PowerBI Developer,Coders Brain Pvt Ltd,8-12 Yrs,Not disclosed,Remote,Data analysisjQueryVersion controlJavascriptAgileHTMLJIRARelease management,https://www.naukri.com/job-listings-powerbi-developer-coders-brain-pvt-ltd-remote-4-to-8-years-280823500668,30+ Days Ago
Celonis Developer,Coders Brain Pvt Ltd,4-9 Yrs,Not disclosed,Hyderabad/Secunderabad,data analysisregulationsproceduresfinancial reportingpoliciesproblem solvingaccountsbusiness operations,https://www.naukri.com/job-listings-celonis-developer-coders-brain-pvt-ltd-hyderabad-secunderabad-4-to-12-years-280823500110,30+ Days Ago
Senior Salesforce Developer,Coders Brain Pvt Ltd,4-7 Yrs,Not disclosed,Remote,developmentdata analysisanalyticalsoftwarejsphibernatetriggerscore java,https://www.naukri.com/job-listings-senior-salesforce-developer-coders-brain-pvt-ltd-remote-8-to-12-years-280823500096,30+ Days Ago
Accounts Department,Precision Technoplast,2-7 Yrs,Not disclosed,"Ahmedabad, Ahmedabad",Data analysisSearch engine marketingMedia strategySocial mediaContent writingManagementAdvertisingClient management,https://www.naukri.com/job-listings-accounts-department-precision-technoplast-pvt-ltd-ahmedabad-ahmedabad-4-to-9-years-280815501092,30+ Days Ago
Sr. Java Developer,R F Arrays Systems Pvt.Ltd,1-5 Yrs,Not disclosed,"Nagpur, Nagpur",data scienceGCPdata visualizationbig dataAWSPythonScienceDevelopment,https://www.naukri.com/job-listings-sr-java-developer-r-f-arrays-systems-pvt-ltd-nagpur-nagpur-4-to-7-years-280815500579,30+ Days Ago
Social Media Manager,Futurescape Advertising,3-6 Yrs,Not disclosed,Mumbai,Data analysisMinitabOperational excellenceKaizenProduction planningProcess improvementAnalyticalContinuous improvement,https://www.naukri.com/job-listings-social-media-manager-futurescape-advertising-mumbai-2-to-7-years-280723503829,30+ Days Ago
Python Developer,Intone Networks,2-6 Yrs,Not disclosed,Remote,Computer scienceData analysisAnalyticalProcess improvementBillingSystem designCustomer serviceContinuous improvement,https://www.naukri.com/job-listings-python-developer-intone-networks-remote-1-to-5-years-280723501303,30+ Days Ago
Industrial Engineering Consultant,Recode Solutions,2-6 Yrs,Not disclosed,Chennai,Computer scienceData analysisAnalyticalProcess improvementBillingSystem designCustomer servicePrincipal,https://www.naukri.com/job-listings-industrial-engineering-consultant-recode-solutions-chennai-3-to-6-years-280723500480,30+ Days Ago
Software Engineer - Senior,Gentrack Software,2-6 Yrs,Not disclosed,Pune,Computer scienceData analysisAnalyticalProcess improvementBillingSystem designCustomer serviceContinuous improvement,https://www.naukri.com/job-listings-software-engineer-senior-gentrack-pune-2-to-6-years-280722500408,30+ Days Ago
Software Engineer - Senior ( Junifer ),Gentrack Software,2-4 Yrs,Not disclosed,Pune,Computer scienceData analysisAnalyticalProcess improvementBillingSystem designCustomer servicePrincipal,https://www.naukri.com/job-listings-software-engineer-senior-junifer-gentrack-pune-2-to-6-years-280722500406,30+ Days Ago
Software Engineer - Intermediate,Gentrack Software,4-7 Yrs,Not disclosed,Pune,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportAsset ManagementIntellectual Property,https://www.naukri.com/job-listings-software-engineer-intermediate-gentrack-pune-2-to-6-years-280722500403,30+ Days Ago
Software Engineer - Intermediate (Junifer),Gentrack Software,6-10 Yrs,Not disclosed,Pune,Report generationClient servicingSenior ExecutiveFocusCustomer relationshipData AnalystCustomer servicedata analysis,https://www.naukri.com/job-listings-software-engineer-intermediate-junifer-gentrack-pune-2-to-4-years-280722500402,30+ Days Ago
Asst Manager Manager Customer Service,DIGITEX MEDICAL SYSTEMS (P) LIMITED,12-16 Yrs,Not disclosed,Delhi,Analytical skillsIT ProfessionalData analysisStrategic planningInformation technologyService qualityprojectanalysis,https://www.naukri.com/job-listings-asst-manager-manager-customer-service-digitex-medical-systems-p-limited-delhi-4-to-7-years-280717500626,30+ Days Ago
Telecaller,Axiom Landbase,3-5 Yrs,Not disclosed,Gurgaon,Data analysisERPPayment collectionSAPPayment processingExcelAnalyticalMS Word,https://www.naukri.com/job-listings-telecaller-axiom-landbase-pvt-ltd-gurgaon-6-to-10-years-280618501093,30+ Days Ago
Project Manager,Vastedge,2-4 Yrs,Not disclosed,Remote,Data analysisGoogle AnalyticsWeb analyticsSocial mediaStrategic planningSEODigital marketingMS Office,https://www.naukri.com/job-listings-project-manager-vastedge-remote-12-to-16-years-280423501740,30+ Days Ago
Officer- Invoicing & Documentation,Emerson,1-7 Yrs,Not disclosed,Pune,ProcurementData analysisCivilDeploymentBudgetingManagementConstruction managementSupervision,https://www.naukri.com/job-listings-officer-invoicing-documentation-emerson-innovation-center-pune-3-to-5-years-280423501235,30+ Days Ago
SEO Executive,Workfoster,5-8 Yrs,Not disclosed,Chennai,UnixData analysisSAPLinuxDatastageTest scenariosPLSQLScheduling,https://www.naukri.com/job-listings-seo-executive-workfoster-chennai-2-to-4-years-280423500350,30+ Days Ago
Senior Engineer,Rishabh Builders,10-15 Yrs,Not disclosed,"Korba, Raigarh, Bhilai/Bhillai, Bilaspur, Raipur",Data analysisExcelElectronicsInstrumentationPower point presentationManagementStrategy developmentProduct strategy,https://www.naukri.com/job-listings-senior-engineer-rishabh-builders-korba-raigarh-bhilai-bhillai-bilaspur-raipur-1-to-7-years-280323502493,30+ Days Ago
Datastage(ETL Tool),Scadea Solutions,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,IT servicesdata cleansingData analysisMS SQLAnalyticalDebuggingBusiness intelligenceLicensing,https://www.naukri.com/job-listings-datastage-etl-tool-scadea-solutions-hyderabad-secunderabad-5-to-8-years-280323501726,30+ Days Ago
Senior Manager - Pressure & Temperature,Emerson,3-8 Yrs,Not disclosed,Mumbai,AutomationData analysisDebuggingTIBCOmicrosoftData warehousingInformation technologyVirtualization,https://www.naukri.com/job-listings-senior-manager-pressure-temperature-emerson-innovation-center-mumbai-10-to-15-years-280323500634,30+ Days Ago
Senior/Lead Visualization Developer,Technovert,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,AutomationData analysisDebuggingTIBCOmicrosoftData warehousingInformation technologyVirtualization,https://www.naukri.com/job-listings-senior-lead-visualization-developer-technovert-hyderabad-secunderabad-4-to-8-years-280323500356,30+ Days Ago
TIBCO Spotfire Developer,Technovert,4-10 Yrs,Not disclosed,Hyderabad/Secunderabad,IT servicesdata cleansingData analysisMS SQLAnalyticalDebuggingBusiness intelligenceLicensing,https://www.naukri.com/job-listings-tibco-spotfire-developer-technovert-hyderabad-secunderabad-3-to-8-years-280323500355,30+ Days Ago
TIBCO Spotfire Developer,Technovert,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,AutomationData analysisDebuggingTIBCOmicrosoftData warehousingInformation technologyVirtualization,https://www.naukri.com/job-listings-tibco-spotfire-developer-technovert-hyderabad-secunderabad-2-to-6-years-280323500312,30+ Days Ago
Senior/Lead Visualization Developer,Technovert,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Adobe AcrobatData analysisInterpersonal skillsAnalyticalSocial mediaRelationship buildingBusiness strategyMS Office,https://www.naukri.com/job-listings-senior-lead-visualization-developer-technovert-hyderabad-secunderabad-4-to-10-years-280323500270,30+ Days Ago
TIBCO Spotfire Developer,Technovert,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,WirelessHibernateCore JavaData analysisEmailLinuxDatabase designJSP,https://www.naukri.com/job-listings-tibco-spotfire-developer-technovert-hyderabad-secunderabad-3-to-8-years-280323500136,30+ Days Ago
Executive Assistant To CMD,Mep Infrastructure,5-10 Yrs,Not disclosed,Mumbai,Data analysisControl-MSchedulingInformaticaTeradataTroubleshootingData miningcisco,https://www.naukri.com/job-listings-executive-assistant-to-cmd-mep-infrastructure-developers-limited-mumbai-5-to-10-years-280322500637,30+ Days Ago
Sr. Java Developer,R F Arrays Systems Pvt.Ltd,3-6 Yrs,Not disclosed,Nagpur,Data analysisAutomationData modelingData collectionSchedulingmicrosoftBusiness intelligenceOperations,https://www.naukri.com/job-listings-sr-java-developer-r-f-arrays-systems-pvt-ltd-nagpur-5-to-7-years-280318501933,30+ Days Ago
Informatica Developer,Fusion Plus Solutions Inc,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad,Cloud computingData analysisGITLinuxCloudJavascriptInfrastructureMonitoring,https://www.naukri.com/job-listings-informatica-developer-fusion-plus-solutions-inc-hyderabad-secunderabad-5-to-10-years-280223504101,30+ Days Ago
MSBI Developer,Fusion Plus Solutions Inc,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,SQL queriesData analysisDesign developmentPLSQLInformaticaStored proceduresTest casesdata mapping,https://www.naukri.com/job-listings-msbi-developer-fusion-plus-solutions-inc-hyderabad-secunderabad-3-to-6-years-280223504006,30+ Days Ago
Google cloud engineer,Fusion Plus Solutions Inc,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,Process designData analysisSoftware designBackendWeb servicesCodingEnterprise applicationsData structures,https://www.naukri.com/job-listings-google-cloud-engineer-fusion-plus-solutions-inc-hyderabad-secunderabad-2-to-4-years-280223503966,30+ Days Ago
informatica,Fusion Plus Solutions Inc,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,AuditorService managementData analysisAutomationIT securityKPIInformation securityManagement,https://www.naukri.com/job-listings-informatica-fusion-plus-solutions-inc-hyderabad-secunderabad-2-to-5-years-280223503932,30+ Days Ago
GCP,Fusion Plus Solutions Inc,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Data analysisGCPquerycloud storagedata visualizationAnalyticsSQLData,https://www.naukri.com/job-listings-gcp-fusion-plus-solutions-inc-hyderabad-secunderabad-3-to-6-years-280223503809,30+ Days Ago
GRC and Information security auditor,Fusion Plus Solutions Inc,5-9 Yrs,Not disclosed,Hyderabad/Secunderabad,Performance tuningSystem architectureData analysisData migrationJBossSQL TuningDisaster recoveryTroubleshooting,https://www.naukri.com/job-listings-grc-and-information-security-auditor-fusion-plus-solutions-inc-hyderabad-secunderabad-3-to-6-years-280223503747,30+ Days Ago
"GCP,BigQuery,SQL,Cloud Storage",Fusion Plus Solutions Inc,7-9 Yrs,Not disclosed,Hyderabad/Secunderabad,Data analysispower biVendorSQLDevelopmentBiAnalysisData,https://www.naukri.com/job-listings-gcp-bigquery-sql-cloud-storage-fusion-plus-solutions-inc-hyderabad-secunderabad-4-to-7-years-280223503742,30+ Days Ago
Performance Engineer,Fusion Plus Solutions Inc,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,AutomationData analysisLinuxPostgresqlMySQLDNSApplication developmentStored procedures,https://www.naukri.com/job-listings-performance-engineer-fusion-plus-solutions-inc-hyderabad-secunderabad-5-to-9-years-280223502708,30+ Days Ago
Power BI Developer,Fusion Plus Solutions Inc,13-20 Yrs,Not disclosed,Hyderabad/Secunderabad,ERPAutomationApplication supportPMPData analysisRFData managementDebugging,https://www.naukri.com/job-listings-power-bi-developer-fusion-plus-solutions-inc-hyderabad-secunderabad-7-to-9-years-280223502181,30+ Days Ago
Project Manager,Aexonic Technologies,2-5 Yrs,Not disclosed,Pune,Data analysisPowershellCloudAgileInfrastructureAnalyticsDataAnalysis,https://www.naukri.com/job-listings-project-manager-aexonic-technologies-pune-2-to-5-years-280223501656,30+ Days Ago
Senior Solution Delivery Expert - WM & EWM,CANPACK,7-9 Yrs,Not disclosed,Pune,Analytical skillsSQL queriesData analysisSAPLife sciencesSQLQueryData,https://www.naukri.com/job-listings-senior-solution-delivery-expert-wm-ewm-canpack-group-pune-13-to-20-years-280223501011,30+ Days Ago
Azure Engineer,Fusion Plus Solutions Inc,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,Performance tuningTomcatData analysisSAPVersion controlLinuxAccess managementAnalytical,https://www.naukri.com/job-listings-azure-engineer-fusion-plus-solutions-inc-hyderabad-secunderabad-2-to-5-years-280223500737,30+ Days Ago
"Talend DI, Sql",Fusion Plus Solutions Inc,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,PSDPerformance tuningTomcatData analysisSAPVersion controlLinuxAccess management,https://www.naukri.com/job-listings-talend-di-sql-fusion-plus-solutions-inc-hyderabad-secunderabad-7-to-9-years-280223500275,30+ Days Ago
Talend Developer/administration,Fusion Plus Solutions Inc,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Analytical skillsData analysisData validationtableauManager Technologydata mappingManagementTroubleshooting,https://www.naukri.com/job-listings-talend-developer-administration-fusion-plus-solutions-inc-hyderabad-secunderabad-3-to-6-years-280223500274,30+ Days Ago
Talend admin/Talend Developer,Fusion Plus Solutions Inc,4-5 Yrs,Not disclosed,Hyderabad/Secunderabad,SQL queriesAutomationData analysisUsageDatabase managementdatabase securityData qualityStored procedures,https://www.naukri.com/job-listings-talend-admin-talend-developer-fusion-plus-solutions-inc-hyderabad-secunderabad-3-to-6-years-280223500271,30+ Days Ago
Tableau and Strong SQL,Fusion Plus Solutions Inc,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Data analysisData migrationData conversionMINDatabaseDeploymentUPSSQL development,https://www.naukri.com/job-listings-tableau-and-strong-sql-fusion-plus-solutions-inc-hyderabad-secunderabad-3-to-5-years-280223500260,30+ Days Ago
SQL For Ayushi,Fusion Plus Solutions Inc,2-3 Yrs,Not disclosed,Hyderabad/Secunderabad,Digital mediaData analysisPPCVisual BasicExcelAnalyticalSEMForecasting,https://www.naukri.com/job-listings-sql-for-ayushi-fusion-plus-solutions-inc-hyderabad-secunderabad-4-to-5-years-280223500205,30+ Days Ago
SQL Developer,Fusion Plus Solutions Inc,7-12 Yrs,Not disclosed,Hyderabad/Secunderabad,Data analysisConstructionBankingAtlDirectorE-commerceFMCGManagement,https://www.naukri.com/job-listings-sql-developer-fusion-plus-solutions-inc-hyderabad-secunderabad-5-to-8-years-280223500200,30+ Days Ago
Paid Media Associates,Aspiration,2-5 Yrs,Not disclosed,"Mumbai, Navi Mumbai",Social media marketingCampaign planningDigital mediaData analysisAnalyticalInternet marketingDigital marketingMedia planning,https://www.naukri.com/job-listings-paid-media-associates-aspiration-mumbai-navi-mumbai-2-to-3-years-280222501391,30+ Days Ago
Group Product Manager,Aspiration,5-10 Yrs,Not disclosed,Nagpur,System testingData analysisCodingTDDProject managementDebuggingAgiletest driven development,https://www.naukri.com/job-listings-group-product-manager-aspiration-nagpur-7-to-12-years-280222501384,30+ Days Ago
Sr. Executive Digital Media Planning,Cmercury,5-7 Yrs,Not disclosed,Kochi,developmentdata analysisanalyticalsoftwarejsphibernatetriggersdatabase design,https://www.naukri.com/job-listings-sr-executive-digital-media-planning-cmercury-ernakulam-kochi-cochin-2-to-5-years-280121501204,30+ Days Ago
Software-Engineer,Virtual Engineering Services,5-7 Yrs,Not disclosed,Delhi,developmentdata analysisanalyticalsoftwarejsphibernatetriggerscore java,https://www.naukri.com/job-listings-software-engineer-virtual-engineering-services-pvt-ltd-delhi-5-to-10-years-280121500848,30+ Days Ago
Sr. Java Developer,R F Arrays Systems Pvt.Ltd,5-7 Yrs,Not disclosed,Nagpur,developmentdata analysisfunctionsanalyticalsoftwarejsphibernatetriggers,https://www.naukri.com/job-listings-sr-java-developer-r-f-arrays-systems-pvt-ltd-nagpur-5-to-7-years-280116503494,30+ Days Ago
Sr. Java Developer,R F Arrays Systems Pvt.Ltd,5-7 Yrs,Not disclosed,Nagpur,developmentdata analysisfunctionsanalyticalsoftwarejsphibernatetriggers,https://www.naukri.com/job-listings-sr-java-developer-r-f-arrays-systems-pvt-ltd-nagpur-5-to-7-years-280116503482,30+ Days Ago
Sr. Java Developer,R F Arrays Systems Pvt.Ltd,2-5 Yrs,Not disclosed,Nagpur,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportVendor ManagementInformation,https://www.naukri.com/job-listings-sr-java-developer-r-f-arrays-systems-pvt-ltd-nagpur-5-to-7-years-280116503427,30+ Days Ago
Sr. Java Developer,R F Arrays Systems Pvt.Ltd,1-4 Yrs,Not disclosed,Nagpur,CVSData analysisManager Quality AssurancePDFmanagementFormulationResource mobilizationHTTP,https://www.naukri.com/job-listings-sr-java-developer-r-f-arrays-systems-pvt-ltd-nagpur-5-to-7-years-280116503420,30+ Days Ago
Tele Caller,Digital Vision Technology,1-2 Yrs,Not disclosed,Greater Noida,Data analysisExport Marketing ExecutiveTime managementMarket researchBrand awarenessMS OfficeStatisticsCRM,https://www.naukri.com/job-listings-tele-caller-digital-vision-technology-pvt-ltd-greater-noida-2-to-5-years-271118500093,30+ Days Ago
"BTS / MW I & C Engineer, PAN INDIA",Uniinfo Telecom Services,3-5 Yrs,Not disclosed,Remote,Web application developmentHTML;JavascriptData analysisSoftware designFront endCodingMySQLWeb development,https://www.naukri.com/job-listings-bts-mw-i-c-engineer-pan-india-uniinfo-telecom-services-pvt-ltd-remote-1-to-4-years-271021503197,30+ Days Ago
Export Marketing Executive,Senor Metals,4-8 Yrs,Not disclosed,Ahmedabad,Product managementERPiSERIESdata scienceSoftware supportBusiness planningManagementmicrosoft,https://www.naukri.com/job-listings-export-marketing-executive-senor-metals-pvt-ltd-ahmedabad-1-to-2-years-270923501726,30 Days Ago
PHP Developer,Future and Beyond Consulting and Technologies Pvt Ltd,3-5 Yrs,Not disclosed,Indore,Google Ads ManagementSEO AnalysisGoogle AnalyticsMeta Description OptimizationWebsite AnalysisBudget ManagementData AnalysisCampaign Management,https://www.naukri.com/job-listings-php-developer-future-and-beyond-consulting-and-technologies-pvt-ltd-indore-3-to-5-years-270923501018,30 Days Ago
"Manager, Support Operations",Infor,3-4 Yrs,Not disclosed,Hyderabad/Secunderabad,MiningMIS reportingData analysisPDFExcelData processingMIS preparationMS Office,https://www.naukri.com/job-listings-manager-support-operations-infor-hyderabad-secunderabad-4-to-8-years-270923500183,30 Days Ago
Digital Marketer - Google Ads & Meta Specialist,Anglofone Education,3-8 Yrs,2.5-6 Lacs PA,"Coimbatore, Tamil Nadu",Data analysisERPFinance AdministratorBillingWorkflowCustomer serviceMS OfficeData entry,https://www.naukri.com/job-listings-digital-marketer-google-ads-meta-specialist-anglofone-education-coimbatore-tamil-nadu-3-to-5-years-270923009181,30 Days Ago
MIS Executive,Fabone Solutions,3-8 Yrs,Not disclosed,Kolkata,Publishingdata scienceMachine learningAssistant ProfessorResearchinformaticsNanotechnologySupervision,https://www.naukri.com/job-listings-mis-executive-fabone-solutions-kolkata-3-to-4-years-270922500997,30+ Days Ago
Assistant Finance Administrator,Scorpion,5-10 Yrs,Not disclosed,Remote,Data analysisPayrollSalesPerformance managementCustomer satisfactionProcess improvementSales processSales Executive,https://www.naukri.com/job-listings-assistant-finance-administrator-scorpion-remote-3-to-8-years-270820500124,30+ Days Ago
Assistant Professor Department of Physics and Nanotechnology,SRM Institute Of Science Technology,3-6 Yrs,Not disclosed,Chennai,Operations managementPMPData analysisProject documentationProject managementProject schedulingForecastingMonitoring,https://www.naukri.com/job-listings-assistant-professor-department-of-physics-and-nanotechnology-srm-institute-of-science-technology-chennai-3-to-8-years-270723503179,30+ Days Ago
Inside Sales Manager,Kastech Software Solutions India,1-2 Yrs,Not disclosed,Hyderabad/Secunderabad,Data analysisInternTime managementResearchPrincipalAndroidTimeAnalysis,https://www.naukri.com/job-listings-inside-sales-manager-kastech-software-solutions-india-private-limited-hyderabad-secunderabad-5-to-10-years-270723502591,30+ Days Ago
Specialist - Program Management (Professional Services),Accelya Kale Solutions Ltd,1-5 Yrs,Not disclosed,Mumbai,Data analysisApplication supportMySQLJavascriptAgileWellnessTechnical supportAnalytics,https://www.naukri.com/job-listings-specialist-program-management-professional-services-accelya-kale-solutions-ltd-mumbai-3-to-6-years-270723501946,30+ Days Ago
Associate Growth Manager,Testbook Edu Solutions,3-5 Yrs,Not disclosed,Mumbai,Strategy consultingData analysisMaritimeTechnical writingReport writingHealthcareStrategic alliancesFinancial modelling,https://www.naukri.com/job-listings-associate-growth-manager-testbook-com-mumbai-1-to-2-years-270723501659,30+ Days Ago
Technical Support Engineer L1,Domo,6-10 Yrs,Not disclosed,Pune,Data analysisMaritimeTechnical writingBusiness Development ManagerReport writingHealthcareStrategic alliancesFinancial modelling,https://www.naukri.com/job-listings-technical-support-engineer-l1-domo-pune-1-to-5-years-270723501376,30+ Days Ago
Senior Consultant,Black Brix,8-9 Yrs,Not disclosed,New Delhi,Product engineeringSemiconductorData analysisManager Quality AssuranceTransmission lineDesign reviewArtificial IntelligenceProduct design,https://www.naukri.com/job-listings-senior-consultant-black-brix-new-delhi-3-to-5-years-270723501174,30+ Days Ago
Senior Consultant,Black Brix,3-5 Yrs,Not disclosed,"Barshi, New Delhi",Base SASData analysisSASClinical trialsProgrammingSAS GraphData qualityManager Quality Control,https://www.naukri.com/job-listings-senior-consultant-black-brix-barshi-new-delhi-6-to-10-years-270723501173,30+ Days Ago
Senior ESD Engineer,Micron Software,6-7 Yrs,Not disclosed,Hyderabad/Secunderabad,TrainingData analysisPDFSociologyProject documentationProject managementLinguisticsCreative writing,https://www.naukri.com/job-listings-senior-esd-engineer-micron-software-hyderabad-secunderabad-8-to-9-years-270723500520,30+ Days Ago
Clinical SAS Programmer,Sndk Corp,1-6 Yrs,Not disclosed,Ahmedabad,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportAsset ManagementVendor Management,https://www.naukri.com/job-listings-clinical-sas-programmer-sndk-corp-ahmedabad-3-to-5-years-270723500011,30+ Days Ago
LEAD - INSIGHTS & DESIGN STRATEGY,Quantum Consumer Solutions,2-7 Yrs,Not disclosed,"Mumbai, New Delhi",Relationship managementTrainingPartner managementData analysisSalesProject managementAnalyticalAccount management,https://www.naukri.com/job-listings-lead-insights-design-strategy-quantum-consumer-solutions-pvt-ltd-mumbai-new-delhi-6-to-7-years-270722501261,30+ Days Ago
marketing area manager,Engineers Career Group,5-10 Yrs,Not disclosed,Chandigarh,MSWData analysisInterpersonal skillsSocial mediaBrand awarenessResearchanalysismanagement,https://www.naukri.com/job-listings-marketing-area-manager-engineers-career-group-chandigarh-1-to-6-years-270717501504,30+ Days Ago
Agency development manager,3M Corporate Solutions,1-3 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune",Data analysisGoogle AnalyticsExcelSEMLink buildingResearchSEOSEO Executive,https://www.naukri.com/job-listings-agency-development-manager-3m-corporate-solutions-hyderabad-secunderabad-pune-2-to-7-years-270623500007,30+ Days Ago
Manager Communication And Documentation,Z2 Plus Manpower,3-8 Yrs,Not disclosed,Patna,OutboundData analysisPPCGoogle AnalyticsSEMLink buildingcontent marketingSEO,https://www.naukri.com/job-listings-manager-communication-and-documentation-z2plus-placement-security-agency-pvt-ltd-patna-5-to-10-years-270522500732,30+ Days Ago
Jr. SEO Executive,Freelance To India,3-8 Yrs,Not disclosed,Ahmedabad,Social media marketingPPCData analysisGoogle AnalyticsEmail marketingAnalyticalMarketing campaignsSEO,https://www.naukri.com/job-listings-jr-seo-executive-freelance-to-india-ahmedabad-1-to-3-years-270520500277,30+ Days Ago
Sr. SEO Executive,Freelance To India,10-12 Yrs,Not disclosed,Ahmedabad,Data analysisData managementConsultingSSISBusiness intelligenceData miningSQLPython,https://www.naukri.com/job-listings-sr-seo-executive-freelance-to-india-ahmedabad-3-to-8-years-270520500276,30+ Days Ago
Digital Marketing Specialist,Iprotechs Commercial Solutions,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Product managementProduct launchProduct trainingData analysisPharmaPharma sellinganalysisselling,https://www.naukri.com/job-listings-digital-marketing-specialist-iprotechs-commercial-solutions-pvt-ltd-hyderabad-secunderabad-3-to-8-years-270423500944,30+ Days Ago
